Designator,Mid X,Mid Y,Rotation,Layer
D1,-52.395,-3.48,180.0,top
J1,-54.3,8.6,164.5,bottom
R1,-47.95,-3.48,180.0,bottom
SW1,-52.4,3.69,0.0,top
