Designator,Mid X,Mid Y,Rotation,Layer
J1,175.25,-98.75,90.0,top
J2,175.26,-89.535,90.0,top
J3,157.125,-86.0,270.0,top
J4,157.525,-98.8,270.0,top
J5,163.075,-92.2,270.0,top
