Designator,Footprint,Quantity,Value,LCSC Part #
J1,JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical,1,5v Connector,
J2,JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical,1,12v Connector,
J3,JST_XH_B4B-XH-A_1x04_P2.50mm_Vertical,1,ActionOutput,
J5,JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical,1,Action Switch 1,
J6,JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical,1,Action Switch 2,
