Designator,Mid X,Mid Y,Rotation,Layer
J1,175.25,-98.75,90.0,top
J2,175.26,-89.535,90.0,top
J3,169.5,-104.5,0.0,top
J4,162.825,-99.5,270.0,top
J5,163.075,-91.75,270.0,top
