Designator,Mid X,Mid Y,Rotation,Layer
C1,158.725,-84.65,180.0,top
C2,158.0,-73.4,0.0,top
C3,146.2,-95.0,0.0,top
J3,145.8,-87.525,180.0,top
J4,146.0,-69.0,180.0,top
J5,146.0,-76.495701,0.0,top
J6,146.0,-60.5,180.0,top
R1,142.4,-82.0,0.0,top
R2,145.6,-82.0,180.0,top
U1,157.25,-78.9,270.0,top
