Designator,Mid X,Mid Y,Rotation,Layer
D1,0.0,0.0,180.0,top
D2,0.0,19.0,0.0,top
D3,16.619193,-9.335288,240.0,top
D4,-16.289772,-9.664711,120.0,top
J1,0.71,-13.215,180.0,bottom
J2,-9.125,15.675,150.0,bottom
R1,6.5,2.25,90.0,bottom
R2,-4.3,19.0,0.0,bottom
R3,18.55,-5.95,120.0,bottom
R4,-14.4,-13.1,240.0,bottom
SW1,0.0,11.91,180.0,top
SW2,11.217003,-6.704852,60.0,top
SW3,-10.434652,-6.789926,300.0,top
