Designator,Mid X,Mid Y,Rotation,Layer
J1,157.75,-77.8,180.0,top
J2,157.75,-69.3,180.0,top
J3,139.717,-74.87,270.0,top
J5,148.25,-69.3,180.0,top
J6,148.25,-77.8,180.0,top
