Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2, C5, C6",0402,4,100nF,C307331
"C3, C4",0603,2,10uF,C96446
D1,0603,1,Red,C965799
"J3, J4, J5, J6, J7, J8",JST_SH_BM03B-SRSS-TB_1x03-1MP_P1.00mm_Vertical,6,JST SH,C495538
R1,0402,1,470Ω,C25117
"R10, R11, R12, R13, R14, R15, R16, R17, R18, R19, R2, R3, R4, R5, R6, R7, R8, R9",0402,18,10kΩ,C25744
U1,STM32G031G8U6,1,UFQFPN-28,C432211
"U2, U3, U4, U5, U6, U7",SOT-23-5,6,TPS2041B,C387727
Y1,Crystal_SMD_3225-4Pin_3.2x2.5mm,1,16MHz,C5189452
