Designator,Mid X,Mid Y,Rotation,Layer
D1,0.0,0.0,180.0,top
D2,0.0,9.0,180.0,top
D3,7.635288,-4.664712,60.0,top
D4,-7.964712,-4.335289,300.0,top
J1,0.0,-13.25,180.0,bottom
J2,-17.7,0.5,90.0,bottom
R1,8.65,0.0,180.0,bottom
R2,4.4,8.9,180.0,bottom
R3,7.6,-8.925,270.0,bottom
R4,-9.9125,-0.985529,60.0,bottom
SW1,0.0,16.09,0.0,top
SW2,13.031708,-7.295148,240.0,top
SW3,-13.814061,-7.210074,120.0,top
